Débito;0,03
1;0,03
2;0,0471
3;0,0551
4;0,0632
5;0,0714
6;0,0795
7;0,0883
8;0,0967
9;0,1049
10;0,1134
11;0,1217
12;0,1302
13;0,1388
14;0,1472
15;0,1558
16;0,1645
17;0,1731
18;0,182
