Debito;0,0335
1;0,033
2;0,0642
3;0,0725
4;0,0809
5;0,0894
6;0,0978
7;0,1062
8;0,1149
9;0,1234
10;0,1322
11;0,1409
12;0,1495
13;0,1585
14;0,1672
15;0,1762
16;0,1851
17;0,1941
18;0,2032
